구분,장번호,장명,절번호,절명,참조번호,조명,조,항,호,목,내용
호,1,총칙,,,제4조의2제2호,확인절차 면제법인 등,제4조의2,①,2,0,「코스닥시장 상장규정」에 따른 관리종목 또는 투자주의 환기종목으로 지정된 사실이 있는 경우 그 해제일부터 3년 경과
호,1,총칙,,,제4조의2제3호,확인절차 면제법인 등,제4조의2,①,3,0,규정 제32조에 따른 불성실공시법인으로 지정된 사실이 있는 경우 그 지정일부터 3년 경과
항,1,총칙,,,제4조의2제②항,확인절차 면제법인 등,제4조의2,②,0,0,② 거래소는 매년 7월 최초 매매거래일 현재 제1항의 요건을 충족하는 코스닥시장상장법인을 확인절차 면제법인으로 지정한다.<개정 2020. 7. 28.>
항,1,총칙,,,제4조의2제③항,확인절차 면제법인 등,제4조의2,③,0,0,"③ 거래소는 제1항 및 제2항에 따라 확인절차 면제법인으로 지정된 코스닥시장상장법인이 관리종목, 투자주의 환기종목 또는 불성실공시법인으로 지정되는 경우 해당 지정일에 확인절차 면제법인에서 제외한다.<개정 2020. 7. 28.>"
항,1,총칙,,,제4조의2제④항,확인절차 면제법인 등,제4조의2,④,0,0,④ 삭제<2020. 7. 28.>
항,1,총칙,,,제4조의2제⑤항,확인절차 면제법인 등,제4조의2,⑤,0,0,"⑤ 규정 제5조제4항 단서에서 “세칙에서 정하는 공시사항”이란 다음 각 호의 어느 하나에 해당하지 않는 공시사항을 말한다.<개정 2015. 8. 31., 2020. 7. 28., 2021. 10. 27.>"
호,1,총칙,,,제4조의2제1호,확인절차 면제법인 등,제4조의2,⑤,1,0,「코스닥시장 상장규정」 제18조 또는 규정 제37조와 관련된 공시사항
호,1,총칙,,,제4조의2제2호,확인절차 면제법인 등,제4조의2,⑤,2,0,「코스닥시장 상장규정」 제52조와 관련된 공시사항
호,1,총칙,,,제4조의2제3호,확인절차 면제법인 등,제4조의2,⑤,3,0,규정 제26조의2와 관련된 공시사항
호,1,총칙,,,제4조의2제4호,확인절차 면제법인 등,제4조의2,⑤,4,0,그 밖에 거래소가 필요하다고 인정하는 공시사항
항,1,총칙,,,제4조의2제⑥항,확인절차 면제법인 등,제4조의2,⑥,0,0,"⑥ 제1항부터 제3항까지의 규정에도 불구하고 천재지변, 경제사정의 급격한 변동, 그 밖에 이에 준하는 사태가 발생한 경우에 거래소는 확인절차 면제법인의 범위, 지정·제외 시기 등을 달리 적용할 수 있다.<신설 2020. 2. 25., 2020. 7. 28.> [본조신설 2013. 2. 27.]"
항,2,공시의무,,,제5조제①항,공시사항 신고시기 의제,제5조,①,0,0,① 규정 제6조제1항에서 “부득이한 사유로 세칙에서 정하는 바에 따라 신고한 경우”라 함은 해당 신고를 다음날의 장개시전 시간외시장 개시 10분전까지(장개시전 시간외시장이 열리지 않을 경우 정규시장 매매거래 개시 30분전까지)하는 경우를 말한다.
항,2,공시의무,,,제5조제②항,공시사항 신고시기 의제,제5조,②,0,0,② 규정 제20조제1항에서 “부득이한 사유로 세칙에서 정하는 바에 따라 신고한 경우”라 함은 해당 신고사항이 18시 이후에 발생하는 등 동시에 신고할 수 없는 경우로서 해당 신고를 다음날의 장개시전 시간외시장 개시 10분전까지(장개시전 시간외시장이 열리지 않을 경우 정규시장 매매거래 개시 30분전까지)하는 경우를 말한다.<신설 2011. 11. 14.>
조,2,공시의무,,,제5조의2,단일판매계약 또는 공급계약의 체결 및 해지,제5조의2,0,0,0,규정 제6조제1항제1호다목 중 “세칙으로 정하는 금액”이라 함은 3억원을 말한다. [본조신설 2021. 11. 25.]
조,2,공시의무,,,제6조,시설외 투자,제6조,0,0,0,규정 제6조제1항제2호나목의 (4) 중 “세칙에서 정하는 시설외 투자”라 함은 다음 각 호의 어느 하나에 해당하는 사항을 말한다.<개정 2010. 9. 1.>
호,2,공시의무,,,제6조제1호,시설외 투자,제6조,0,1,0,"영화, 음반, 연예, 공연물 등의 제작을 위한 투자"
호,2,공시의무,,,제6조제2호,시설외 투자,제6조,0,2,0,"게임, 프로그램 등의 제작을 위한 투자"
호,2,공시의무,,,제6조제3호,시설외 투자,제6조,0,3,0,"교육, 지식, 정보, 출판물 등의 제작을 위한 투자"
호,2,공시의무,,,제6조제4호,시설외 투자,제6조,0,4,0,연예·스포츠 매니지먼트 계약 등을 통한 투자 [본조신설 2009. 2. 3.]
조,2,공시의무,,,제6조의2,상대방에 대한 정보 등,제6조의2,0,0,0,"규정 제6조제1항제2호나목의 (6), 제2호다목의 (4)·(5), 제2호라목의 (8)에서 “세칙이 정하는 사항”이라 함은 다음 각 호에 해당하는 사항을 말한다."
호,2,공시의무,,,제6조의2제1호,상대방에 대한 정보 등,제6조의2,0,1,0,"인적사항[법인인 경우 최대주주·대표이사(집행임원 설치회사의 경우 대표집행임원을 말한다. 이하 같다) 현황, 최근 사업연도의 감사의견·재무상황, 휴·폐업 여부 등을 포함한다]"
호,2,공시의무,,,제6조의2제2호,상대방에 대한 정보 등,제6조의2,0,2,0,"해당 코스닥시장상장법인, 해당 법인의 최대주주·임원과의 관계"
호,2,공시의무,,,제6조의2제3호,상대방에 대한 정보 등,제6조의2,0,3,0,해당 코스닥시장상장법인과의 최근 3년간 거래내역(해당 코스닥시장상장법인의 영업에 따른 일상적인 거래로 인한 것은 제외한다)
호,2,공시의무,,,제6조의2제4호,상대방에 대한 정보 등,제6조의2,0,4,0,그 밖에 거래소가 필요하다고 인정하는 사항 [본조신설 2011. 3. 4.]
조,2,공시의무,,,제6조의3,시가배당률 등,제6조의3,0,0,0,규정 제6조제1항제2호마목(5)에서 “세칙이 정하는 시가배당률”이란 배당기준일(휴장일인 경우에는 그 직전 매매거래일로 한다) 2매매거래일 전일(배당기준일 이전에 배당에 관한 결정을 하는 경우에는 해당 결정일의 직전 매매거래일로 한다)부터 과거 1주일간의 코스닥시장에서 형성된 최종 시세가격의 산술평균가격에 대한 주당배당금(현물배당의 경우에는 금전으로 환산한 금액으로 한다)의 비율을 백분율로 산정한 시가배당률을 말한다.<개정 2012. 4. 18.> [본조신설 2009. 7. 3.]
항,2,공시의무,,,제7조제①항,변경후 최대주주 정보 등 신고,제7조,①,0,0,"① 규정 제6조제1항제3호가목의 (1) 중 “세칙이 정하는 사항” 중 변경 후 최대주주에 대한 신고사항은 다음 각 호를 말한다.<개정 2009. 2. 3., 2011. 3. 4., 2015. 8. 31., 2016. 12. 29., 2018. 5. 2., 2020. 7. 28., 2021. 10. 27.>"
호,2,공시의무,,,제7조제1호,변경후 최대주주 정보 등 신고,제7조,①,1,0,변경 후 최대주주에 대한 정보[법인 또는 단체(조합을 포함한다. 이하 같다)인 경우 다음 각 목의 사항을 포함한다] 및 코스닥시장상장법인과 변경 후 최대주주와의 관계
목,2,공시의무,,,제7조제1호가목,변경후 최대주주 정보 등 신고,제7조,①,1,가,"가. 최대주주(회사가 아닌 경우 최다출자자를 말한다) 현황(발행주식총수 또는 출자총액, 최대주주의 보유주식수 또는 최다출자자의 출자지분 등을 포함한다)"
목,2,공시의무,,,제7조제1호나목,변경후 최대주주 정보 등 신고,제7조,①,1,나,나. 최근 사업연도의 감사의견·재무상황
목,2,공시의무,,,제7조제1호다목,변경후 최대주주 정보 등 신고,제7조,①,1,다,다. 휴·폐업 여부
목,2,공시의무,,,제7조제1호라목,변경후 최대주주 정보 등 신고,제7조,①,1,라,라. 조합의 경우 설립 근거 법령
목,2,공시의무,,,제7조제1호마목,변경후 최대주주 정보 등 신고,제7조,①,1,마,마. 「코스닥시장 상장규정」 제51조제1항에 따른 의무보유 대상자인 경우 출자지분의 비율이 100분의 10 이상인 출자자 및 그 출자비율
호,2,공시의무,,,제7조제2호,변경후 최대주주 정보 등 신고,제7조,①,2,0,인수의 목적 및 인수자금 조달내역
호,2,공시의무,,,제7조제3호,변경후 최대주주 정보 등 신고,제7조,①,3,0,인수 후 경영진의 구성내역
호,2,공시의무,,,제7조제4호,변경후 최대주주 정보 등 신고,제7조,①,4,0,주주에 대한 대책
호,2,공시의무,,,제7조제5호,변경후 최대주주 정보 등 신고,제7조,①,5,0,"실권주의 인수를 통해 최대주주가 된 경우 인수한 주식수, 인수가액, 실권주 처리 이사회에 관한 사항 등"
호,2,공시의무,,,제7조제6호,변경후 최대주주 정보 등 신고,제7조,①,6,0,그 밖에 거래소가 필요하다고 인정하는 사항
항,2,공시의무,,,제7조제②항,변경후 최대주주 정보 등 신고,제7조,②,0,0,"② 규정 제6조제1항제3호가목의 (1)의 “세칙이 정하는 사항” 중 변경후 대표이사에 대한 신고사항은 다음 각 호를 말한다.<개정 2009. 2. 3., 2020. 7. 28.>"
호,2,공시의무,,,제7조제1호,변경후 최대주주 정보 등 신고,제7조,②,1,0,최대주주와의 관계
호,2,공시의무,,,제7조제2호,변경후 최대주주 정보 등 신고,제7조,②,2,0,대표이사의 주요 경력(해당 법인의 대표이사로 선임되기 이전의 코스닥시장상장법인 임원경력을 포함한다)
호,2,공시의무,,,제7조제3호,변경후 최대주주 정보 등 신고,제7조,②,3,0,그 밖에 거래소가 필요하다고 인정하는 사항
항,2,공시의무,,,제7조제③항,변경후 최대주주 정보 등 신고,제7조,③,0,0,③ 규정 제6조제1항제3호가목(9)(가) 후단에서 “세칙으로 정하는 주식양수인 또는 경영권 양수인에 관한 사항”이란 다음 각 호의 사항을 말한다.<신설 2016. 12. 29.>
호,2,공시의무,,,제7조제1호,변경후 최대주주 정보 등 신고,제7조,③,1,0,"주식양수인 또는 경영권 양수인에 대한 정보[법인 또는 단체인 경우 최대주주(회사가 아닌 경우 최다출자자를 말한다) 현황, 최근 사업연도의 감사의견·재무상황, 휴·폐업 여부 등을 포함한다]"
호,2,공시의무,,,제7조제2호,변경후 최대주주 정보 등 신고,제7조,③,2,0,코스닥시장상장법인과 주식양수인 또는 경영권 양수인과의 관계
호,2,공시의무,,,제7조제3호,변경후 최대주주 정보 등 신고,제7조,③,3,0,주식양수 또는 경영권 양수의 목적 및 양수자금 조달내역
호,2,공시의무,,,제7조제4호,변경후 최대주주 정보 등 신고,제7조,③,4,0,그 밖에 거래소가 필요하다고 인정하는 사항
조,2,공시의무,,,제7조의2,공시대상 중요정보의 판단기준,제7조의2,0,0,0,규정 제6조제4항에 따른 기준은 다음 각 호의 어느 하나에 따른다.
호,2,공시의무,,,제7조의2제1호,공시대상 중요정보의 판단기준,제7조의2,0,1,0,"다음 각 목에 관한 사실 또는 결정이 해당 목에서 정하는 기준에 해당하는 경우. 다만, 일상적인 경영활동에 관한 사항은 제외한다."
목,2,공시의무,,,제7조의2제1호가목,공시대상 중요정보의 판단기준,제7조의2,0,1,가,가. 영업 및 생산활동 등에 관한 사항 : 최근사업연도 매출액의 100분의 10(대규모법인의 경우 100분의 5) 이상인 경우
목,2,공시의무,,,제7조의2제1호나목,공시대상 중요정보의 판단기준,제7조의2,0,1,나,"나. 발행증권, 채권·채무, 손익, 결산 등에 관한 사항 : 자기자본의 100분의 10(대규모법인의 경우 100분의 5) 이상인 경우"
목,2,공시의무,,,제7조의2제1호다목,공시대상 중요정보의 판단기준,제7조의2,0,1,다,다. 투자활동 등에 관한 사항 : 자기자본 또는 최근사업연도말 자산총액의 100분의 10(대규모법인의 경우 100분의 5) 이상인 경우
호,2,공시의무,,,제7조의2제2호,공시대상 중요정보의 판단기준,제7조의2,0,2,0,"제1호에 해당하는 경우 이외의 사실 또는 결정이 해당 코스닥시장상장법인의 규모·현황·업종 등의 특성을 고려할 때 해당 법인의 경영(지배구조, 구조개편, 존립, 상장폐지, 소송 등을 포함한다) 또는 재산상태 등에 상당한 영향을 가져오거나 가져올 것으로 예상되는 경우 [본조신설 2016. 4. 27.]"
조,2,공시의무,,,제7조의3,자회사의 공시신고사항,제7조의3,0,0,0,규정 제7조제3항에서 “세칙이 정하는 바에 따라 신청서를 제출한 경우”라 함은 [공시서식 8]에 의한 신청서에 지주회사가 다음 각 호의 사항을 기재하여 제출한 경우를 말한다.
호,2,공시의무,,,제7조의3제1호,자회사의 공시신고사항,제7조의3,0,1,0,제출법인명 및 신청일자
호,2,공시의무,,,제7조의3제2호,자회사의 공시신고사항,제7조의3,0,2,0,신청사유
호,2,공시의무,,,제7조의3제3호,자회사의 공시신고사항,제7조의3,0,3,0,자회사(주권상장법인에 한함) 변동사항
호,2,공시의무,,,제7조의3제4호,자회사의 공시신고사항,제7조의3,0,4,0,그 밖에 필요한 사항 [본조신설 2010. 9. 1.]
조,2,공시의무,,,제8조,삭제,제8조,0,0,0,제8조 삭제<2013. 2. 27.>
항,2,공시의무,,,제9조제①항,조회공시 요구방법 등,제9조,①,0,0,① 삭제<2009. 2. 3.>
항,2,공시의무,,,제9조제②항,조회공시 요구방법 등,제9조,②,0,0,"② 규정 제10조제1항에서 “세칙에서 정하는 풍문 또는 보도 등”이라 함은 거래소가 수집한 내용 및 「신문 등의 진흥에 관한 법률」에 따른 일반일간신문 또는 경제분야의 특수일간신문 중 전국을 보급지역으로 하는 일간신문에 게재된 기사를 말한다.<신설 2005. 12. 26., 2007. 5. 14., 2009. 2. 3., 2011. 11. 14.>"
항,2,공시의무,,,제9조제③항,조회공시 요구방법 등,제9조,③,0,0,"③ 규정 제10조제2항 및 제6항에서 “세칙에서 정하는 중요정보”라 함은 다음 각 호의 어느 하나에 해당하는 사항을 말한다.<신설 2011. 2. 9., 2015. 8. 31., 2016. 7. 25., 2020. 7. 28.>"
호,2,공시의무,,,제9조제1호,조회공시 요구방법 등,제9조,③,1,0,규정 제6조제1항제1호다목의 사항
호,2,공시의무,,,제9조제2호,조회공시 요구방법 등,제9조,③,2,0,"규정 제6조제1항제2호가목의 (1)부터 (4)까지, (6) 및 (10)의 사항"
호,2,공시의무,,,제9조제3호,조회공시 요구방법 등,제9조,③,3,0,규정 제6조제1항제2호나목의 (6)의 사항
호,2,공시의무,,,제9조제4호,조회공시 요구방법 등,제9조,③,4,0,규정 제6조제1항제2호마목의 (4)·(5)의 사항
호,2,공시의무,,,제9조제5호,조회공시 요구방법 등,제9조,③,5,0,규정 제6조제1항제3호가목의 (1)·(7)·(8)·(9)(가)의 사항
호,2,공시의무,,,제9조제6호,조회공시 요구방법 등,제9조,③,6,0,제1호부터 제5호까지에서 정하는 사항 이외에 규정 제6조제1항 각 호에 해당하는 사항으로서 코스닥시장 상장종목의 주가 및 거래량에 영향을 미친 것으로 인정되는 사항
항,2,공시의무,,,제9조제④항,조회공시 요구방법 등,제9조,④,0,0,"④ 규정 제10조제3항의 공시요구시점과 코스닥시장상장법인의 공시내용 제출시점을 적용함에 있어서는 「코스닥시장 업무규정」 제5조제1항제4호 및 제5호에 따른 휴장일을 포함한다.<개정 2005. 12. 26., 2009. 2. 3., 2020. 7. 28.>"
조,2,공시의무,,,제10조,상장외국법인의 조회공시 요구대상 보도의 범위<개정 2009. 2. 3.>,제10조,0,0,0,"규정 제20조제2항의 규정에 의한 상장외국법인의 조회공시 요구대상 보도의 범위는 거래소가 수집한 내용 및 「신문 등의 진흥에 관한 법률」에 따른 일반일간신문 또는 경제분야의 특수일간신문 중 전국을 보급지역으로 하는 일간신문에 게재된 기사로 한다.<개정 2006. 10. 30., 2009. 2. 3., 2011. 11. 14.> [본조신설 2005. 12. 26.]"
조,2,공시의무,,,제11조,상장외국법인의 신고사항<개정 2009. 2. 3.>,제11조,0,0,0,규정 제21조에서 “세칙에서 정하는 사항”이라 함은 다음 각 호의 어느 하나에 해당하는 사항을 말한다.<개정 2009. 2. 3.>
호,2,공시의무,,,제11조제1호,상장외국법인의 신고사항<개정 2009. 2. 3.>,제11조,0,1,0,규정 제38조 각 호의 어느 하나의 규정에 해당하는 사항
호,2,공시의무,,,제11조제2호,상장외국법인의 신고사항<개정 2009. 2. 3.>,제11조,0,2,0,외국주식예탁증권 발행에 따른 예탁기관 또는 예탁계약 내용이 변경되었을 경우
호,2,공시의무,,,제11조제3호,상장외국법인의 신고사항<개정 2009. 2. 3.>,제11조,0,3,0,외국주식예탁증권의 실질소유자 명부가 작성되었을 경우
호,2,공시의무,,,제11조제4호,상장외국법인의 신고사항<개정 2009. 2. 3.>,제11조,0,4,0,외국주식예탁증권의 외국주권 전환청구로 인하여 외국주식예탁증권의 수가 변경되었을 경우 [본조신설 2005. 12. 26.]
조,2,공시의무,,,제11조의2,상장외국법인 공시담당자의 자격,제11조의2,0,0,0,규정 제22조제1항 단서에서 “세칙으로 정하는 요건”이란 다음 각 호의 모두를 말한다.<개정 2020. 7. 28.>
호,2,공시의무,,,제11조의2제1호,상장외국법인 공시담당자의 자격,제11조의2,0,1,0,국내에 주소 또는 거소가 있을 것
호,2,공시의무,,,제11조의2제2호,상장외국법인 공시담당자의 자격,제11조의2,0,2,0,"본국어 및 한국어 능통자일 것. 다만, 본국어 또는 한국어 능통자를 업무보조자로 선임하는 경우에는 해당 요건을 충족한 것으로 본다."
호,2,공시의무,,,제11조의2제3호,상장외국법인 공시담당자의 자격,제11조의2,0,3,0,다음 각 목의 어느 하나를 충족할 것
목,2,공시의무,,,제11조의2제3호가목,상장외국법인 공시담당자의 자격,제11조의2,0,3,가,가. 코스닥시장상장법인(유가증권시장 주권상장법인을 포함한다. 이하 이 조에서 같다)의 공시담당자(공시대리인을 포함한다. 이하 이 조에서 같다) 경력이 1년 이상인 자
목,2,공시의무,,,제11조의2제3호나목,상장외국법인 공시담당자의 자격,제11조의2,0,3,나,나. 제21조제2항제1호 중 공시담당자 전문과정을 이수한 자
호,2,공시의무,,,제11조의2제4호,상장외국법인 공시담당자의 자격,제11조의2,0,4,0,최근 2년 이내에 코스닥시장상장법인의 공시담당자로서 불성실공시법인 지정으로 부과받은 벌점의 합계가 15점 미만일 것. 이 경우 제3호가목의 공시대리인을 기준으로 벌점의 합계를 산정함에 있어서는 공시대리인 선임 신고서를 거래소에 제출한 이후에 불성실공시법인 지정의 원인행위가 발생하여 부과 받은 벌점을 기준으로 한다. [전문개정 2019. 5. 3.]
조,2,공시의무,,,제12조,상장외국법인의 적용 기준환율,제12조,0,0,0,"규정 제23조제2항에서 “세칙으로 정하는 기준환율”이라 함은 신고사유 발생일에 해당하는 국내일의 「외국환거래법」에 의한 기준환율 또는 재정환율(이하 이 조에서 “기준환율등”이라 한다)을 말한다. 다만, 해당 신고사항의 내용 중 재무제표상 재무내용에 관한 사항은 다음 각 호의 환율을 적용한다."
호,2,공시의무,,,제12조제1호,상장외국법인의 적용 기준환율,제12조,0,1,0,"재무상태표 또는 연결재무상태표상 재무내용에 관한 사항 : 해당 재무제표 작성의 대상이 되는 사업연도말의 기준환율등. 다만, 최근 사업연도말 경과 후 자본금 및 자본잉여금의 증감으로 인해 자기자본이 변동한 경우 자본금 또는 자기자본은 증자 납입일, 감자 기준일 등 증감발생 기준일 현재의 기준환율등"
호,2,공시의무,,,제12조제2호,상장외국법인의 적용 기준환율,제12조,0,2,0,손익계산서·포괄손익계산서·연결손익계산서 또는 연결포괄손익계산서상 재무내용에 관한 사항 : 해당 재무제표 작성의 대상이 되는 사업연도 중 매일의 기준환율등을 산술평균한 환율 [전문개정 2011. 11. 14.]
조,3,자율공시,,,제13조,자율공시,제13조,0,0,0,"규정 제26조에서 “세칙에서 정하는 사항”이란 다음 각 호의 어느 하나에 해당하는 사실 또는 결정을 말한다.<개정 2009. 2. 3., 2012. 4. 18., 2012. 6. 22., 2013. 2. 27., 2013. 3. 26., 2013. 7. 16., 2015. 8. 31., 2016. 4. 27., 2016. 7. 25., 2016. 12. 29., 2019. 9. 26., 2020. 7. 28., 2024. 5. 23., 2024. 11. 14.>"
호,3,자율공시,,,제13조제1호,자율공시,제13조,0,1,0,삭제<2016. 12. 29.>
호,3,자율공시,,,제13조제2호,자율공시,제13조,0,2,0,"코스닥시장상장법인의 경영·재산 등에 영향을 미칠 자원개발에 투자하기로 결정한 때. 이 경우 반기보고서 및 사업보고서 제출이후 7일이내 해당 자원개발에 관한 진행사항을 신고하여야 하며, 해당 자원개발이 중단된 경우에는 지체없이 그 사실을 신고하여야 한다."
호,3,자율공시,,,제13조제3호,자율공시,제13조,0,3,0,코스닥시장상장법인의 자원개발과 관련하여 매장량·생산량 등에 대한 경제성이 판명된 때. 이 경우 다음 각 목의 기관이 발행한 평가보고서와 평가기관에 관한 사항을 제출하여야 한다.
목,3,자율공시,,,제13조제3호가목,자율공시,제13조,0,3,가,가. 한국광해광업공단
목,3,자율공시,,,제13조제3호나목,자율공시,제13조,0,3,나,나. 한국지질자원연구원
목,3,자율공시,,,제13조제3호다목,자율공시,제13조,0,3,다,다. 5년이상 자원개발 평가업무 경력을 가진 자로서 코스닥시장상장법인(유가증권시장 주권상장법인 및 해외거래소 상장법인을 포함한다)의 자원개발관련 경제성 평가실적이 있는 자
호,3,자율공시,,,제13조제4호,자율공시,제13조,0,4,0,"코스닥시장상장법인의 재무상태에 영향을 미칠 단기차입금 감소, 채무면제·수증 및 파생상품 거래 등으로 인한 이익이 발생하거나 증여를 하기로 결정한 때"
호,3,자율공시,,,제13조제5호,자율공시,제13조,0,5,0,코스닥시장상장법인 또는 해당 법인의 최대주주에 대하여 다음 각 목의 어느 하나에 해당하는 사실이 발생한 때
목,3,자율공시,,,제13조제5호가목,자율공시,제13조,0,5,가,가. 상호저축은행의 「국세기본법」 제39조제2호에서 규정하는 과점주주가 되거나 그 지위가 변경된 때
목,3,자율공시,,,제13조제5호나목,자율공시,제13조,0,5,나,나. 상기의 자가 과점주주로 있는 상호저축은행의 국제결제은행이 정한 자기자본 비율이 100분의 8 미만으로 낮아진 때
목,3,자율공시,,,제13조제5호다목,자율공시,제13조,0,5,다,다. 매 분기별로 나목에서 규정하는 상호저축은행의 재무제표가 확정된 때
목,3,자율공시,,,제13조제5호라목,자율공시,제13조,0,5,라,라. 「상호저축은행법」 제37조의3제2항과 관련하여 소송이 제기된 때
호,3,자율공시,,,제13조제6호,자율공시,제13조,0,6,0,코스닥시장상장법인이 금융기관인 경우 관계 법규에 따라 해당 금융기관 또는 그 임원이 다음 각 목의 어느 하나에 해당하는 조치를 받은 때
목,3,자율공시,,,제13조제6호가목,자율공시,제13조,0,6,가,"가. 금융기관이 경영개선권고, 요구 또는 명령을 받거나 경영개선협약 체결 등 조치를 받은 때"
목,3,자율공시,,,제13조제6호나목,자율공시,제13조,0,6,나,나. 금융기관의 임원이 「금융기관검사및제재에관한규정」 제18조제1항 각 호의 어느 하나에 해당하는 제재를 받은 때
호,3,자율공시,,,제13조제7호,자율공시,제13조,0,7,0,"합병, 영업의 양수·도, 분할·분할합병, 주식의 포괄적 교환·포괄적 이전 또는 그 승인 주주총회 결의의 무효 또는 취소 소송 등의 절차가 제기·신청되거나 그 소송 등이 판결·결정된 사실을 확인한 때"
호,3,자율공시,,,제13조제8호,자율공시,제13조,0,8,0,주요주주 또는 계열회사가 변경된 때
호,3,자율공시,,,제13조제9호,자율공시,제13조,0,9,0,삭제<2016. 4. 27.>
호,3,자율공시,,,제13조제10호,자율공시,제13조,0,10,0,삭제<2016. 4. 27.>
호,3,자율공시,,,제13조제11호,자율공시,제13조,0,11,0,유상증자 또는 주권 관련 사채권 등의 청약 또는 발행결과를 확정한 때
호,3,자율공시,,,제13조제12호,자율공시,제13조,0,12,0,녹색경영정보와 관련한 다음 각 목의 어느 하나에 해당하는 사항
목,3,자율공시,,,제13조제12호가목,자율공시,제13조,0,12,가,"가. 「기후위기 대응을 위한 탄소중립·녹색성장 기본법」(이하 “탄소중립기본법”이라 한다) 제60조에 따른 녹색기술, 녹색사업에 대한 적합성 인증 또는 녹색전문기업의 확인 및 그에 대한 인증취소 또는 확인취소"
목,3,자율공시,,,제13조제12호나목,자율공시,제13조,0,12,나,나. 탄소중립기본법 제27조에 따른 관리업체 지정 또는 취소
목,3,자율공시,,,제13조제12호다목,자율공시,제13조,0,12,다,"다. 탄소중립기본법에 따른 개선명령, 수정이나 보완요청, 과태료 부과 등의 조치"
목,3,자율공시,,,제13조제12호라목,자율공시,제13조,0,12,라,라. 「환경기술 및 환경산업 지원법」 제16조의2 및 제16조의3에 따른 녹색기업 지정 또는 취소
목,3,자율공시,,,제13조제12호마목,자율공시,제13조,0,12,마,마. 온실가스 배출권의 취득 또는 처분 등 녹색경영정보와 관련한 사항으로서 투자자에게 알릴 필요가 있다고 판단되는 사항
호,3,자율공시,,,제13조제13호,자율공시,제13조,0,13,0,유형자산 분류별로 자산재평가 실시에 관한 최초 결정이 있은 때 및 자산재평가 결과 코스닥시장상장법인의 경영·재산 등에 영향을 미칠 자산재평가 증가금액 또는 감소금액이 발생한 사실이 확인된 때
호,3,자율공시,,,제13조제14호,자율공시,제13조,0,14,0,가족친화 경영정보와 관련한 다음 각 목의 어느 하나에 해당하는 사항
목,3,자율공시,,,제13조제14호가목,자율공시,제13조,0,14,가,"가. 「가족친화 사회환경의 조성 촉진에 관한 법률」(이하 “가족친화법”이라 한다) 제15조에 따른 가족친화인증, 같은 법 제17조에 따른 인증의 유효기간 연장 및 같은 법 제18조에 따른 인증의 취소"
